run,minR,repetition,Module,Packets Sent,SF,TotalEnergyConsumed,TP,X,Y
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8504],693,9,0.020815872,13,-970.71885502375,-1493.5504473425
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8505],692,7,0.0066811611428571,10,439.17800812529,36.219320925509
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8506],651,11,0.063995904,7,2696.3826618411,254.02820882402
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8507],704,9,0.021146282666667,14,765.31399259569,-1460.8947289971
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8508],577,12,0.103989248,11,3252.5002047877,-1374.4083866525
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8509],656,10,0.0354680832,3,543.26050290669,-1781.6201210484
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8510],564,12,0.101646336,2,2459.2465138101,3412.9623309269
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8511],691,7,0.0066715062857143,12,-148.8746880649,598.20893842819
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8512],608,11,0.059768832,7,2720.5043966551,1073.4174865488
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8513],554,12,0.099844096,6,-1436.4994400529,-3197.6222435471
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8514],541,12,0.097501184,12,1610.133254205,-3170.9699705386
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8515],675,9,0.0202752,4,373.75813209107,1470.5474648658
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8516],591,11,0.058097664,8,-1036.8305276038,2517.7749130416
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8517],574,12,0.103448576,4,-2971.0084647371,2854.2618684037
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8518],657,9,0.019734528,4,-1589.2465873522,-501.67916220913
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8519],690,10,0.037306368,13,1436.2204321669,-1879.9288626137
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8520],597,12,0.107593728,14,-4105.6883529021,1033.5091829952
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8521],789,7,0.0076176822857143,6,263.62693406265,-818.92615463546
